config,Level,Field,Type,N,ExactAcc,Precision,Recall,F1,HallucinationRate,MissRate_N,MissRate_validGold,N_valid,BothNull,MAE,RMSE,TolAcc_0,TolAcc_0.5,TolAcc_1.0,TolAcc_1.5,TolAcc_2.0,Accuracy,MacroF1,Kappa,AUROC,TolAcc_1,TolAcc_2,TolAcc_3,TolAcc_4,TolAcc_5,ReportExactMatch,ReportExactCount,OverallAverage_4Q,OverallAverage_ref
Qwen2.5-7B_FewShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0525,0.0525,451.0,0.0,0.0133,0.1762,0.9933,,,,,,,,,0.9956,0.9978,1.0,1.0,1.0,,,,
Qwen2.5-7B_FewShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0588,0.0588,448.0,0.0,2.308,8.6435,0.8862,,,,,,,,,0.8951,0.8996,0.8996,0.9062,0.9174,,,,
Qwen2.5-7B_FewShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.187,89.0,84.4407,81.99
Qwen2.5-7B_CoT,field,TumorLocation,array,476,0.4727,0.8719,0.4851,0.6234,0.1281,0.4538,0.4538,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,TumorCircumference,array,476,0.4517,0.928,0.4377,0.5949,0.072,0.5105,0.5203,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,TumorSize,numeric,476,,,,,0.0,0.4265,0.4292,270.0,3.0,0.6468,2.6135,0.8259,0.9111,0.9333,0.9407,0.9407,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,Histologic_type,array,476,0.2563,0.4628,0.293,0.3588,0.5372,0.4181,0.4181,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,Lauren_type,categorical,476,,,,,0.0,0.4307,0.4307,271.0,0.0,,,,,,,,0.9705,0.4775,0.9317,,,,,,,,,,
Qwen2.5-7B_CoT,field,Differentiation,array,476,0.4223,0.633,0.4519,0.5273,0.367,0.3592,0.412,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,ProximalMargin,numeric,476,,,,,0.0,0.4412,0.443,264.0,2.0,0.0591,0.5243,0.9773,0.9848,0.9848,0.9848,0.9886,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,DistalMargin,numeric,476,,,,,0.0,0.4412,0.4421,265.0,1.0,0.1072,0.7356,0.9698,0.9736,0.9736,0.9774,0.9811,,,,,,,,,,,,,
Qwen2.5-7B_CoT,field,LymphovascularInvasion,binary,476,,,,0.8978,0.0021,0.4055,0.4063,282.0,0.0,,,,,,,,0.883,,,0.8908,,,,,,,,,
Qwen2.5-7B_CoT,field,PerineuralInvasion,binary,476,,,,0.9809,0.0021,0.4286,0.4295,271.0,0.0,,,,,,,,0.9889,,,0.9812,,,,,,,,,
Qwen2.5-7B_CoT,field,T_stage,categorical,476,,,,,0.0,0.416,0.4186,275.0,3.0,,,,,,,,0.9855,0.9908,0.9803,,,,,,,,,,
Qwen2.5-7B_CoT,field,N_stage,categorical,476,,,,,0.0021,0.4223,0.4241,273.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
Qwen2.5-7B_CoT,field,M_stage,categorical,476,,,,,0.0,0.3866,0.3874,291.0,1.0,,,,,,,,0.9828,0.8033,0.6079,,,,,,,,,,
Qwen2.5-7B_CoT,field,Staging,categorical,476,,,,,0.0021,0.4097,0.414,276.0,4.0,,,,,,,,0.6449,0.157,0.4629,,,,,,,,,,
Qwen2.5-7B_CoT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.4328,0.4328,270.0,0.0,0.037,0.5018,0.9926,,,,,,,,,0.9926,0.9963,0.9963,0.9963,0.9963,,,,
Qwen2.5-7B_CoT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.437,0.437,268.0,0.0,3.4067,10.8482,0.8209,,,,,,,,,0.8433,0.8657,0.8657,0.8694,0.8843,,,,
Qwen2.5-7B_CoT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0546,26.0,50.2889,75.8719
Med42-8B_ZeroShot,field,TumorLocation,array,476,0.1555,0.3206,0.4317,0.3679,0.6794,0.0651,0.0651,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,TumorCircumference,array,476,0.4286,0.7828,0.4283,0.5537,0.2172,0.4391,0.4475,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,TumorSize,numeric,476,,,,,0.0,0.1092,0.1099,421.0,3.0,0.4138,2.2792,0.9525,0.9572,0.962,0.9644,0.9644,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,Histologic_type,array,476,0.271,0.2775,0.3053,0.2907,0.7225,0.0609,0.0609,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,Lauren_type,categorical,476,,,,,0.0,0.0693,0.0693,443.0,0.0,,,,,,,,0.8081,0.2726,0.6844,,,,,,,,,,
Med42-8B_ZeroShot,field,Differentiation,array,476,0.3529,0.3587,0.3966,0.3767,0.6413,0.0483,0.0554,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,ProximalMargin,numeric,476,,,,,0.0,0.0504,0.0506,450.0,2.0,2.2053,30.4058,0.9467,0.9511,0.9533,0.9533,0.96,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,DistalMargin,numeric,476,,,,,0.0,0.0714,0.0716,441.0,1.0,1.9109,37.8669,0.966,0.9705,0.9751,0.9751,0.9841,,,,,,,,,,,,,
Med42-8B_ZeroShot,field,LymphovascularInvasion,binary,476,,,,0.9465,0.0,0.1324,0.1326,412.0,1.0,,,,,,,,0.9393,,,0.9398,,,,,,,,,
Med42-8B_ZeroShot,field,PerineuralInvasion,binary,476,,,,0.9764,0.0,0.0462,0.0463,453.0,1.0,,,,,,,,0.9868,,,0.9769,,,,,,,,,
Med42-8B_ZeroShot,field,T_stage,categorical,476,,,,,0.0021,0.0273,0.0275,460.0,2.0,,,,,,,,0.9435,0.3495,0.9255,,,,,,,,,,
Med42-8B_ZeroShot,field,N_stage,categorical,476,,,,,0.0042,0.0231,0.0232,463.0,0.0,,,,,,,,0.9806,0.6945,0.9596,,,,,,,,,,
Med42-8B_ZeroShot,field,M_stage,categorical,476,,,,,0.0021,0.021,0.0211,465.0,0.0,,,,,,,,0.9806,0.4275,0.6577,,,,,,,,,,
Med42-8B_ZeroShot,field,Staging,categorical,476,,,,,0.0084,0.0273,0.0276,458.0,1.0,,,,,,,,0.6747,0.1564,0.4886,,,,,,,,,,
Med42-8B_ZeroShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.021,0.021,466.0,0.0,0.1588,1.6101,0.9764,,,,,,,,,0.9764,0.9828,0.9914,0.9936,0.9936,,,,
Med42-8B_ZeroShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0588,0.0588,448.0,0.0,0.3237,2.9357,0.9777,,,,,,,,,0.9799,0.9821,0.9821,0.9844,0.9888,,,,
Med42-8B_ZeroShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105,5.0,73.3325,64.0606
Med42-8B_FewShot,field,TumorLocation,array,476,0.5567,0.65,0.5663,0.6053,0.35,0.1492,0.1492,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot,field,TumorCircumference,array,476,0.708,0.8993,0.6906,0.7812,0.1007,0.2038,0.2077,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot,field,TumorSize,numeric,476,,,,,0.0,0.1744,0.1755,390.0,3.0,0.4192,2.3232,0.959,0.959,0.9615,0.9641,0.9641,,,,,,,,,,,,,
Med42-8B_FewShot,field,Histologic_type,array,476,0.5042,0.5506,0.5348,0.5426,0.4494,0.1429,0.1429,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot,field,Lauren_type,categorical,476,,,,,0.0,0.1534,0.1534,403.0,0.0,,,,,,,,0.9826,0.4239,0.9658,,,,,,,,,,
Med42-8B_FewShot,field,Differentiation,array,476,0.4664,0.5121,0.5072,0.5097,0.4879,0.1197,0.1373,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_FewShot,field,ProximalMargin,numeric,476,,,,,0.0,0.187,0.1878,385.0,2.0,0.0691,0.5676,0.9792,0.9818,0.9818,0.9818,0.987,,,,,,,,,,,,,
Med42-8B_FewShot,field,DistalMargin,numeric,476,,,,,0.0,0.1933,0.1937,383.0,1.0,0.0279,0.2923,0.9869,0.9896,0.9896,0.9896,0.9974,,,,,,,,,,,,,
Med42-8B_FewShot,field,LymphovascularInvasion,binary,476,,,,0.94,0.0,0.2311,0.2316,365.0,1.0,,,,,,,,0.9315,,,0.9329,,,,,,,,,
Med42-8B_FewShot,field,PerineuralInvasion,binary,476,,,,0.9774,0.0,0.1639,0.1642,397.0,1.0,,,,,,,,0.9874,,,0.9779,,,,,,,,,
Med42-8B_FewShot,field,T_stage,categorical,476,,,,,0.0021,0.1387,0.1395,407.0,2.0,,,,,,,,0.9459,0.3507,0.9285,,,,,,,,,,
Med42-8B_FewShot,field,N_stage,categorical,476,,,,,0.0042,0.1345,0.135,410.0,0.0,,,,,,,,0.9805,0.6075,0.9606,,,,,,,,,,
Med42-8B_FewShot,field,M_stage,categorical,476,,,,,0.0021,0.1239,0.1242,416.0,0.0,,,,,,,,0.9712,0.5426,0.5862,,,,,,,,,,
Med42-8B_FewShot,field,Staging,categorical,476,,,,,0.0063,0.1092,0.1104,419.0,2.0,,,,,,,,0.6563,0.1775,0.4858,,,,,,,,,,
Med42-8B_FewShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.145,0.145,407.0,0.0,0.1278,1.5924,0.9828,,,,,,,,,0.9853,0.9877,0.9951,0.9951,0.9951,,,,
Med42-8B_FewShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.1597,0.1597,400.0,0.0,0.685,4.7138,0.965,,,,,,,,,0.9675,0.97,0.97,0.975,0.98,,,,
Med42-8B_FewShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.1218,58.0,73.3981,70.9006
Med42-8B_CoT,field,TumorLocation,array,476,0.1261,0.2873,0.3505,0.3158,0.7127,0.1639,0.1639,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT,field,TumorCircumference,array,476,0.3887,0.786,0.3811,0.5133,0.214,0.4958,0.5054,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT,field,TumorSize,numeric,476,,,,,0.0,0.208,0.2093,374.0,3.0,0.4698,2.4185,0.9385,0.9519,0.9572,0.9599,0.9599,,,,,,,,,,,,,
Med42-8B_CoT,field,Histologic_type,array,476,0.1828,0.2146,0.2111,0.2128,0.7854,0.1597,0.1597,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT,field,Lauren_type,categorical,476,,,,,0.0,0.166,0.166,397.0,0.0,,,,,,,,0.8967,0.2842,0.8113,,,,,,,,,,
Med42-8B_CoT,field,Differentiation,array,476,0.2857,0.2976,0.2933,0.2954,0.7024,0.1282,0.147,,,,,,,,,,,,,,,,,,,,,,
Med42-8B_CoT,field,ProximalMargin,numeric,476,,,,,0.0,0.1618,0.1624,397.0,2.0,2.3766,32.3596,0.9673,0.9723,0.9723,0.9723,0.9748,,,,,,,,,,,,,
Med42-8B_CoT,field,DistalMargin,numeric,476,,,,,0.0,0.1702,0.1705,394.0,1.0,2.0975,40.0562,0.9721,0.9746,0.9746,0.9772,0.9848,,,,,,,,,,,,,
Med42-8B_CoT,field,LymphovascularInvasion,binary,476,,,,0.8904,0.0,0.1681,0.1684,395.0,1.0,,,,,,,,0.8785,,,0.8876,,,,,,,,,
Med42-8B_CoT,field,PerineuralInvasion,binary,476,,,,0.9863,0.0,0.1576,0.1579,400.0,1.0,,,,,,,,0.9925,,,0.9892,,,,,,,,,
Med42-8B_CoT,field,T_stage,categorical,476,,,,,0.0,0.1408,0.1416,406.0,3.0,,,,,,,,0.9483,0.3347,0.9313,,,,,,,,,,
Med42-8B_CoT,field,N_stage,categorical,476,,,,,0.0021,0.1345,0.135,410.0,1.0,,,,,,,,0.9878,0.7015,0.9745,,,,,,,,,,
Med42-8B_CoT,field,M_stage,categorical,476,,,,,0.0021,0.1345,0.1347,411.0,0.0,,,,,,,,0.9951,0.9488,0.8975,,,,,,,,,,
Med42-8B_CoT,field,Staging,categorical,476,,,,,0.0063,0.1345,0.1359,407.0,2.0,,,,,,,,0.6781,0.1183,0.4932,,,,,,,,,,
Med42-8B_CoT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.1387,0.1387,410.0,0.0,0.0415,0.4606,0.9878,,,,,,,,,0.9902,0.9927,0.9976,0.9976,0.9976,,,,
Med42-8B_CoT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.1597,0.1597,400.0,0.0,0.13,1.3342,0.9825,,,,,,,,,0.985,0.985,0.985,0.99,0.995,,,,
Med42-8B_CoT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,2.0,65.428,65.4719
MedGemma-4B_ZeroShot,field,TumorLocation,array,476,0.1408,0.2769,0.3208,0.2972,0.7231,0.0168,0.0168,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,TumorCircumference,array,476,0.7248,0.683,0.8698,0.7651,0.317,0.0189,0.0193,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,TumorSize,numeric,476,,,,,0.0,0.0609,0.0613,444.0,3.0,0.441,2.2267,0.9302,0.9347,0.9437,0.9527,0.9595,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,Histologic_type,array,476,0.1618,0.1627,0.1967,0.1781,0.8373,0.0399,0.0399,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,Lauren_type,categorical,476,,,,,0.0,0.0672,0.0672,444.0,0.0,,,,,,,,0.8514,0.3678,0.7527,,,,,,,,,,
MedGemma-4B_ZeroShot,field,Differentiation,array,476,0.4727,0.502,0.6106,0.551,0.498,0.042,0.0482,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,ProximalMargin,numeric,476,,,,,0.0021,0.084,0.0844,434.0,1.0,0.0516,0.4917,0.9839,0.9885,0.9885,0.9885,0.9885,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,DistalMargin,numeric,476,,,,,0.0,0.0903,0.0905,432.0,1.0,0.0178,0.1896,0.9884,0.9907,0.9931,0.9954,0.9977,,,,,,,,,,,,,
MedGemma-4B_ZeroShot,field,LymphovascularInvasion,binary,476,,,,0.883,0.0021,0.0252,0.0253,463.0,0.0,,,,,,,,0.8661,,,0.8796,,,,,,,,,
MedGemma-4B_ZeroShot,field,PerineuralInvasion,binary,476,,,,0.9655,0.0021,0.0294,0.0295,461.0,0.0,,,,,,,,0.9805,,,0.9706,,,,,,,,,
MedGemma-4B_ZeroShot,field,T_stage,categorical,476,,,,,0.0042,0.0546,0.055,447.0,1.0,,,,,,,,0.9709,0.8062,0.9612,,,,,,,,,,
MedGemma-4B_ZeroShot,field,N_stage,categorical,476,,,,,0.0042,0.0504,0.0506,450.0,0.0,,,,,,,,0.9956,0.825,0.9908,,,,,,,,,,
MedGemma-4B_ZeroShot,field,M_stage,categorical,476,,,,,0.0021,0.0168,0.0168,467.0,0.0,,,,,,,,0.9486,0.7008,0.4033,,,,,,,,,,
MedGemma-4B_ZeroShot,field,Staging,categorical,476,,,,,0.0084,0.0546,0.0552,445.0,1.0,,,,,,,,0.6404,0.2233,0.4404,,,,,,,,,,
MedGemma-4B_ZeroShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0609,0.0609,447.0,0.0,0.0537,0.7297,0.9911,,,,,,,,,0.9933,0.9955,0.9955,0.9955,0.9955,,,,
MedGemma-4B_ZeroShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0609,0.0609,447.0,0.0,2.6577,9.1451,0.8949,,,,,,,,,0.8971,0.8971,0.8971,0.9038,0.9083,,,,
MedGemma-4B_ZeroShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,74.5667,71.0456
MedGemma-4B_FewShot,field,TumorLocation,array,476,0.4853,0.5636,0.7109,0.6287,0.4364,0.0441,0.0441,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,TumorCircumference,array,476,0.7416,0.781,0.8075,0.7941,0.219,0.1197,0.1221,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,TumorSize,numeric,476,,,,,0.0,0.0945,0.0951,428.0,3.0,0.4161,2.2489,0.9533,0.9533,0.9556,0.9603,0.9626,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,Histologic_type,array,476,0.3803,0.3936,0.4016,0.3976,0.6064,0.0504,0.0504,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,Lauren_type,categorical,476,,,,,0.0,0.0756,0.0756,440.0,0.0,,,,,,,,0.9682,0.3614,0.9394,,,,,,,,,,
MedGemma-4B_FewShot,field,Differentiation,array,476,0.5231,0.5415,0.5962,0.5675,0.4585,0.0525,0.0602,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,ProximalMargin,numeric,476,,,,,0.0,0.0882,0.0886,432.0,2.0,2.1662,31.0201,0.9769,0.9792,0.9792,0.9792,0.9838,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,DistalMargin,numeric,476,,,,,0.0,0.0924,0.0926,431.0,1.0,0.0494,0.3808,0.9791,0.9814,0.9814,0.9838,0.9907,,,,,,,,,,,,,
MedGemma-4B_FewShot,field,LymphovascularInvasion,binary,476,,,,0.94,0.0,0.1155,0.1158,420.0,1.0,,,,,,,,0.931,,,0.9318,,,,,,,,,
MedGemma-4B_FewShot,field,PerineuralInvasion,binary,476,,,,0.9959,0.0,0.0819,0.0821,436.0,1.0,,,,,,,,0.9977,,,0.9959,,,,,,,,,
MedGemma-4B_FewShot,field,T_stage,categorical,476,,,,,0.0021,0.0609,0.0613,444.0,2.0,,,,,,,,0.9662,0.7078,0.9548,,,,,,,,,,
MedGemma-4B_FewShot,field,N_stage,categorical,476,,,,,0.0042,0.0588,0.0591,446.0,0.0,,,,,,,,0.9955,0.8246,0.9904,,,,,,,,,,
MedGemma-4B_FewShot,field,M_stage,categorical,476,,,,,0.0021,0.0588,0.0589,447.0,0.0,,,,,,,,0.9821,0.8704,0.7409,,,,,,,,,,
MedGemma-4B_FewShot,field,Staging,categorical,476,,,,,0.0084,0.0609,0.0616,442.0,1.0,,,,,,,,0.7059,0.2948,0.5215,,,,,,,,,,
MedGemma-4B_FewShot,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0567,0.0567,449.0,0.0,0.0111,0.1416,0.9933,,,,,,,,,0.9955,1.0,1.0,1.0,1.0,,,,
MedGemma-4B_FewShot,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0567,0.0567,449.0,0.0,3.9733,11.4306,0.8486,,,,,,,,,0.8552,0.8575,0.8575,0.8619,0.8641,,,,
MedGemma-4B_FewShot,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.063,30.0,78.6108,75.9356
MedGemma-4B_CoT,field,TumorLocation,array,476,0.1555,0.2639,0.2911,0.2768,0.7361,0.0273,0.0273,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT,field,TumorCircumference,array,476,0.5693,0.5362,0.8245,0.6498,0.4638,0.042,0.0428,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT,field,TumorSize,numeric,476,,,,,0.0,0.0756,0.0761,437.0,3.0,0.414,2.2067,0.9382,0.9405,0.9519,0.9588,0.9634,,,,,,,,,,,,,
MedGemma-4B_CoT,field,Histologic_type,array,476,0.1723,0.1798,0.2295,0.2016,0.8202,0.0483,0.0483,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT,field,Lauren_type,categorical,476,,,,,0.0,0.0672,0.0672,444.0,0.0,,,,,,,,0.7568,0.3028,0.6223,,,,,,,,,,
MedGemma-4B_CoT,field,Differentiation,array,476,0.4349,0.4628,0.5385,0.4978,0.5372,0.0441,0.0506,,,,,,,,,,,,,,,,,,,,,,
MedGemma-4B_CoT,field,ProximalMargin,numeric,476,,,,,0.0021,0.0903,0.0907,431.0,1.0,7.0084,144.4865,0.9838,0.9861,0.9861,0.9861,0.9884,,,,,,,,,,,,,
MedGemma-4B_CoT,field,DistalMargin,numeric,476,,,,,0.0,0.0966,0.0968,429.0,1.0,0.0415,0.4055,0.9883,0.9883,0.9883,0.9907,0.9907,,,,,,,,,,,,,
MedGemma-4B_CoT,field,LymphovascularInvasion,binary,476,,,,0.9063,0.0,0.0525,0.0526,450.0,1.0,,,,,,,,0.8911,,,0.9018,,,,,,,,,
MedGemma-4B_CoT,field,PerineuralInvasion,binary,476,,,,0.9766,0.0,0.042,0.0421,455.0,1.0,,,,,,,,0.9868,,,0.9771,,,,,,,,,
MedGemma-4B_CoT,field,T_stage,categorical,476,,,,,0.0042,0.0588,0.0592,445.0,1.0,,,,,,,,0.9618,0.7042,0.9492,,,,,,,,,,
MedGemma-4B_CoT,field,N_stage,categorical,476,,,,,0.0042,0.0567,0.057,447.0,0.0,,,,,,,,0.9933,0.8231,0.986,,,,,,,,,,
MedGemma-4B_CoT,field,M_stage,categorical,476,,,,,0.0021,0.0273,0.0274,462.0,0.0,,,,,,,,0.9351,0.6704,0.3458,,,,,,,,,,
MedGemma-4B_CoT,field,Staging,categorical,476,,,,,0.0105,0.0588,0.0594,443.0,0.0,,,,,,,,0.6275,0.115,0.4229,,,,,,,,,,
MedGemma-4B_CoT,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0651,0.0651,445.0,0.0,0.0247,0.3938,0.9933,,,,,,,,,0.9955,0.9978,0.9978,0.9978,0.9978,,,,
MedGemma-4B_CoT,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0651,0.0651,445.0,0.0,2.6539,9.0005,0.8966,,,,,,,,,0.8989,0.8989,0.8989,0.9011,0.9056,,,,
MedGemma-4B_CoT,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,72.3871,68.3356
Llama3.1-8B_ZeroShot_KSP,field,TumorLocation,array,476,0.416,0.5146,0.7347,0.6052,0.4854,0.0336,0.0336,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,TumorCircumference,array,476,0.5504,0.633,0.7094,0.669,0.367,0.2248,0.2291,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0567,0.0571,446.0,3.0,0.4034,2.2295,0.9529,0.9552,0.9596,0.9641,0.9641,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,Histologic_type,array,476,0.3319,0.4317,0.5635,0.4889,0.5683,0.0336,0.0336,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0588,0.0588,448.0,0.0,,,,,,,,0.9866,0.7409,0.9741,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,Differentiation,array,476,0.5147,0.5472,0.6971,0.6131,0.4528,0.0273,0.0313,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0336,0.0338,458.0,2.0,2.1546,30.1367,0.9498,0.9541,0.9563,0.9563,0.9607,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0546,0.0547,449.0,1.0,1.8523,37.5232,0.9688,0.9733,0.9755,0.9777,0.9844,,,,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.8809,0.0,0.0231,0.0232,464.0,1.0,,,,,,,,0.8642,,,0.878,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9883,0.0,0.0357,0.0358,458.0,1.0,,,,,,,,0.9934,,,0.9885,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,T_stage,categorical,476,,,,,0.0063,0.0336,0.0338,457.0,0.0,,,,,,,,0.9759,0.7114,0.968,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0294,0.0295,460.0,0.0,,,,,,,,0.9957,0.825,0.9909,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,M_stage,categorical,476,,,,,0.0021,0.0252,0.0253,463.0,0.0,,,,,,,,0.987,0.8717,0.7438,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,Staging,categorical,476,,,,,0.0105,0.0357,0.0361,454.0,0.0,,,,,,,,0.6828,0.2955,0.4826,,,,,,,,,,
Llama3.1-8B_ZeroShot_KSP,field,MetastaticLymphNode,numeric,476,,,,,0.0,0.0315,0.0315,461.0,0.0,0.0803,1.1681,0.9892,,,,,,,,,0.9892,0.9935,0.9957,0.9957,0.9957,,,,
Llama3.1-8B_ZeroShot_KSP,field,HarvestedLymphNode,numeric,476,,,,,0.0,0.0546,0.0546,450.0,0.0,0.1,1.1709,0.9822,,,,,,,,,0.9867,0.9889,0.9889,0.9933,0.9978,,,,
Llama3.1-8B_ZeroShot_KSP,report,ALL,report,476,,,,,,,,,,,,,,,,,,,,,,,,,,0.0231,11.0,79.3199,78.4412
Llama3.1-8B_FewShot_KSP,field,TumorLocation,array,476,0.8487,0.9134,0.8772,0.8949,0.0866,0.063,0.063,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,TumorCircumference,array,476,0.7815,0.9421,0.7679,0.8462,0.0579,0.1744,0.1777,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,TumorSize,numeric,476,,,,,0.0,0.0693,0.0698,440.0,3.0,0.3695,2.0585,0.9568,0.9568,0.9591,0.9614,0.9659,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,Histologic_type,array,476,0.6429,0.6824,0.7398,0.7099,0.3176,0.0567,0.0567,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,Lauren_type,categorical,476,,,,,0.0,0.0714,0.0714,442.0,0.0,,,,,,,,0.9932,0.8727,0.9868,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,Differentiation,array,476,0.6597,0.6904,0.7933,0.7383,0.3096,0.0483,0.0554,,,,,,,,,,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,ProximalMargin,numeric,476,,,,,0.0,0.0798,0.0802,436.0,2.0,0.0151,0.2158,0.9931,0.9954,0.9954,0.9954,0.9954,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,DistalMargin,numeric,476,,,,,0.0,0.0672,0.0674,443.0,1.0,0.0589,0.5133,0.9774,0.9819,0.9819,0.9842,0.991,,,,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,LymphovascularInvasion,binary,476,,,,0.9002,0.0,0.0609,0.0611,446.0,1.0,,,,,,,,0.8857,,,0.8947,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,PerineuralInvasion,binary,476,,,,0.9961,0.0,0.0588,0.0589,447.0,1.0,,,,,,,,0.9978,,,0.9961,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,T_stage,categorical,476,,,,,0.0,0.0504,0.0507,449.0,3.0,,,,,,,,0.9844,0.8163,0.9792,,,,,,,,,,
Llama3.1-8B_FewShot_KSP,field,N_stage,categorical,476,,,,,0.0042,0.0441,0.0443,453.0,0.0,,,,,,,,0.9956,0.825,0.9909,,,,,,,,,,
